source_id,gincdif,freehms,stflife,happy,trstprl
50049,1,1,7,7,5
50052,1,1,8,8,5
50062,1,1,7,7,5
50074,1,1,7,7,5
50082,1,1,7,7,5
50092,1,1,7,7,5
50102,1,1,7,7,5
50161,1,1,7,7,5
50231,1,1,7,7,5
50274,1,1,8,7,6
50277,1,1,7,7,6
50356,1,1,7,8,5
50368,1,1,7,7,6
50374,1,1,7,7,5
50532,1,1,7,7,5
50533,1,1,7,7,5
50552,1,1,7,7,6
50562,1,1,7,7,5
50579,1,1,7,7,5
50690,1,1,7,7,5
50698,1,1,7,7,5
50723,1,1,7,8,5
50734,1,1,7,7,5
50738,1,1,8,7,5
50762,1,1,7,7,4
50775,1,1,7,7,5
50877,1,1,7,7,5
50942,1,1,7,7,5
50953,1,1,7,7,5
50999,1,1,7,7,5
51031,1,1,8,8,5
51038,1,1,7,7,5
51094,1,1,7,7,5
51121,1,1,7,7,5
51127,1,1,7,7,5
51130,1,1,7,7,5
51137,1,1,7,7,6
51142,1,1,7,7,5
51176,1,1,8,7,5
51183,1,1,8,7,5
51196,1,1,7,7,6
51271,1,1,7,7,5
51273,1,1,7,7,5
51277,1,1,7,7,5
51279,1,1,7,7,5
51299,1,1,7,7,5
51316,1,1,7,7,5
51377,1,1,7,7,5
51381,1,1,8,7,5
51413,1,1,7,7,4
51423,1,1,8,7,6
51464,1,1,7,7,5
51557,1,1,7,7,5
51575,1,1,7,7,5
51598,1,1,7,7,5
51640,1,1,7,7,5
51648,1,1,7,7,5
51661,1,1,7,8,5
51702,1,1,8,8,6
51827,1,1,7,7,5
51873,1,1,7,7,5
51912,1,1,7,7,5
51947,1,1,8,7,5
51954,1,1,7,7,5
51994,1,1,8,8,5
52007,1,1,7,7,5
52042,1,1,7,7,5
52075,1,1,7,7,5
52083,1,1,7,7,5
52108,1,1,7,7,5
52172,1,1,7,7,5
52175,1,1,7,7,5
52198,1,1,7,7,5
52221,1,1,7,7,5
52236,1,1,8,8,5
52267,1,1,8,7,5
52302,1,1,8,8,6
52336,1,1,7,7,5
52347,1,1,7,7,5
52430,1,1,7,7,5
52442,1,1,7,7,4
52450,1,1,7,7,5
52526,1,1,7,8,5
52551,1,1,7,7,5
52560,1,1,7,7,5
52593,1,1,7,7,5
52598,1,1,7,7,5
52601,1,1,7,7,5
52625,1,1,7,7,5
52630,1,1,8,8,5
52635,1,1,7,7,5
52639,1,1,7,7,5
52680,1,1,7,7,5
52691,1,1,7,7,5
52709,1,1,7,7,6
52722,1,1,7,7,6
52771,1,1,7,7,5
52794,1,1,7,7,5
52806,1,1,7,7,5
52841,1,1,7,7,5
52856,1,1,8,8,5
52857,1,1,8,8,6
52896,1,1,7,7,5
52945,1,1,7,7,5
52970,1,1,7,7,5
53004,1,1,8,7,5
53022,1,1,8,7,5
53042,1,1,7,7,5
53092,1,1,7,7,5
53098,1,1,7,7,5
53108,1,1,7,7,5
53119,1,1,7,7,5
53126,1,1,7,7,5
53164,1,1,7,7,5
53240,1,1,7,7,5
53276,1,1,7,7,5
53284,1,1,7,7,5
53324,1,1,8,7,5
53400,1,1,7,7,5
53403,1,1,7,7,5
53449,1,1,7,8,6
53481,1,1,8,7,5
53501,1,1,7,7,5
53584,1,1,7,7,5
53644,1,1,7,7,5
53673,1,1,7,7,5
53697,1,1,7,7,5
53698,1,1,7,7,5
53737,1,1,8,7,5
53885,1,1,7,7,4
53925,1,1,8,7,5
53937,1,1,7,7,5
54041,1,1,7,7,5
54067,1,1,7,7,5
54134,1,1,7,7,5
54138,1,1,7,7,5
54142,1,1,7,7,5
54157,1,1,7,7,5
54164,1,1,8,7,5
54195,1,1,7,7,5
54226,1,1,7,7,5
54259,1,1,7,7,5
54317,1,1,7,7,5
54355,1,1,7,7,5
54382,1,1,7,7,5
54383,1,1,7,7,5
54408,1,1,7,7,5
54409,1,1,7,7,5
54456,1,1,7,7,5
54519,1,1,7,7,5
54563,1,1,7,8,4
54580,1,1,7,7,5
54596,1,1,7,7,5
54615,1,1,8,8,5
54620,1,1,7,7,5
54704,1,1,8,7,6
54708,1,1,7,7,5
54745,1,1,8,8,6
54771,1,1,7,7,6
54774,1,1,7,7,5
54776,1,1,7,7,6
54781,1,1,7,7,5
54841,1,1,7,7,5
54862,1,1,7,7,5
54879,1,1,8,8,5
54904,1,1,8,7,5
54927,1,1,7,7,5
54961,1,1,7,7,5
54981,1,1,7,7,5
54985,1,1,8,8,5
54994,1,1,7,7,5
54998,1,1,7,7,5
55009,1,1,7,7,5
55043,1,1,7,7,5
55049,1,1,7,7,5
55083,1,1,7,7,5
55165,1,1,7,7,5
55171,1,1,7,7,5
55238,1,1,7,7,5
55277,1,1,7,8,5
55283,1,1,7,7,5
55325,1,1,8,7,6
55338,1,1,7,7,5
55383,1,1,7,7,5
55403,1,1,8,7,5
55429,1,1,7,7,5
55449,1,1,7,7,5
55454,1,1,7,7,5
55460,1,1,7,7,5
55475,1,1,7,7,5
55517,1,1,7,7,5
55532,1,1,7,7,5
55537,1,1,7,7,5
55543,1,1,7,7,5
55574,1,1,8,7,5
55591,1,1,8,8,5
55607,1,1,7,7,5
55612,1,1,7,7,5
55617,1,1,7,7,5
55619,1,1,7,7,5
55621,1,1,7,7,5
55631,1,1,7,7,5
55651,1,1,8,7,5
55684,1,1,7,7,6
55700,1,1,7,7,5
55702,1,1,7,7,5
55705,1,1,7,7,6
55708,1,1,7,7,5
55711,1,1,7,7,6
55773,1,1,8,7,5
55774,1,1,8,7,5
55782,1,1,7,7,5
55851,1,1,7,7,5
55871,1,1,7,7,5
55872,1,1,7,7,5
55922,1,1,7,7,5
55930,1,1,7,7,5
55946,1,1,7,7,5
55953,1,1,7,7,5
55957,1,1,7,8,5
55959,1,1,7,7,5
56016,1,1,8,7,5
56029,1,1,7,7,5
56033,1,1,7,7,5
56052,1,1,7,7,5
56053,1,1,8,8,5
56093,1,1,7,8,5
56101,1,1,7,8,5
56151,1,1,7,7,5
56153,1,1,7,7,5
56155,1,1,7,7,6
56167,1,1,7,7,6
56215,1,1,7,7,5
56324,1,1,7,7,5
56407,1,1,8,8,5
56450,1,1,7,7,5
56470,1,1,7,7,5
56474,2,1,7,7,5
56491,1,1,7,7,5
56504,1,1,7,7,5
56527,1,1,8,7,5
56550,1,1,7,7,5
56553,1,1,7,7,5
56554,1,1,8,7,5
56644,1,1,7,7,5
56654,1,1,7,7,5
56668,1,1,7,7,5
56674,1,1,7,8,5
56682,1,1,8,7,5
56700,1,1,7,7,5
56726,1,1,7,7,5
56760,1,1,8,7,5
56768,1,1,7,7,5
56778,1,1,7,7,5
56787,1,1,7,7,5
56809,1,1,7,7,6
57003,1,1,8,7,5
57028,1,1,7,7,5
57067,1,1,7,7,5
57070,1,1,7,7,5
57076,1,1,8,7,6
57078,1,1,7,7,5
57089,1,1,7,7,5
57092,1,1,7,7,4
57107,1,1,7,7,5
57109,1,1,7,7,5
57116,1,1,8,7,5
57119,1,1,7,7,5
57125,1,1,7,7,5
57139,1,1,7,7,5
57152,1,1,7,7,4
57183,1,1,7,7,5
57214,1,1,7,7,5
57255,1,1,7,7,5
57271,1,1,7,7,5
57275,1,1,7,7,5
57292,1,1,7,8,5
57372,1,1,7,7,5
57392,1,1,7,7,5
57410,1,1,8,8,5
57433,1,1,8,7,5
57441,1,1,7,7,5
57465,1,1,7,7,5
57466,1,1,7,7,5
57477,1,1,8,7,5
57504,1,1,7,7,5
57517,1,1,7,7,5
57546,1,1,7,7,5
57557,1,1,7,7,5
57587,1,1,7,7,5
57608,1,1,7,7,5
57618,1,1,7,7,5
57644,1,1,7,7,5
57650,1,1,7,7,5
57668,1,1,7,7,5
57744,1,1,7,7,5
57753,1,1,7,7,5
57764,1,1,7,7,5
57770,1,1,7,7,5
57793,2,1,7,7,5
57813,1,1,7,7,5
57818,1,1,7,7,5
57825,1,1,7,6,4
57828,1,1,7,7,5
57842,1,1,7,7,5
57848,1,1,7,8,5
57850,1,1,7,7,5
57878,1,1,7,7,5
57884,1,1,7,7,5
57885,1,1,8,8,5
57888,1,1,7,7,4
57962,1,1,7,8,5
57990,1,1,8,8,6
58025,1,1,7,7,4
58027,1,1,7,7,6
58054,1,1,7,7,5
58080,1,1,8,7,5
58095,1,1,8,8,5
58128,1,1,7,7,5
58228,1,1,7,7,5
58265,1,1,7,7,5
58351,1,1,7,7,5
58377,1,1,7,7,5
58387,1,1,7,7,5
58473,1,1,7,7,5
58475,1,1,7,7,6
58485,1,1,7,7,5
58575,1,1,7,7,5
58617,1,1,7,7,5
58634,1,1,7,7,5
58703,1,1,7,7,5
58704,1,1,7,7,5
58714,1,1,7,7,5
58756,1,1,7,7,5
58830,1,1,7,7,5
58856,1,1,7,7,5
58888,1,1,8,7,5
58890,1,1,7,7,5
58920,1,1,7,7,5
58937,1,1,7,7,5
58950,1,1,8,8,6
58985,1,1,7,7,5
58992,1,1,7,7,5
59049,1,1,5,5,4
59068,1,1,7,7,5
59090,1,1,7,7,5
59101,1,1,7,7,5
59187,1,1,7,7,5
59209,1,1,7,7,5
59216,1,1,7,7,5
59232,1,1,8,8,5
59235,1,1,7,7,5
59284,1,1,7,7,5
59322,1,1,7,7,5
59396,1,1,8,8,6
59467,1,1,7,7,5
59475,1,1,7,7,5
59485,1,1,7,7,5
59638,1,1,7,7,5
59667,1,1,8,8,5
59669,1,1,8,8,6
59674,1,1,7,7,6
59697,1,1,7,7,5
59732,1,1,7,7,5
59802,1,1,8,7,5
59835,1,1,7,7,5
59848,1,1,7,8,5
59854,1,1,7,7,5
59876,1,1,8,7,5
59888,1,1,7,7,5
59961,1,1,7,7,5
59966,1,1,8,8,5
59979,1,1,7,7,5
60028,1,1,7,7,5
60033,1,1,8,7,5
60078,1,1,7,7,5
60117,1,1,7,7,5
60222,1,1,8,7,5
60266,1,1,7,7,5
60278,1,1,7,7,5
60284,1,1,7,7,5
60317,1,1,7,7,5
60357,1,1,7,7,5
60371,1,1,7,7,5
60508,1,1,7,7,5
60545,1,1,7,7,5
60553,1,1,7,7,5
60561,1,1,7,8,5
60597,1,1,7,7,5
60636,1,1,7,8,5
60669,1,1,7,7,5
60671,1,1,7,7,5
60675,1,1,7,7,5
60686,1,1,7,7,5
60719,1,1,7,7,5
60776,1,1,7,7,5
60857,1,1,7,7,5
60920,1,1,8,7,5
60954,1,1,7,7,5
60958,1,1,7,7,5
60991,1,1,7,8,5
61005,1,1,8,7,5
61007,1,1,7,7,6
61016,1,1,7,7,5
61022,1,1,7,7,5
61063,1,1,8,8,6
61116,1,1,8,7,5
61125,1,1,7,7,5
61177,1,1,7,7,5
61178,1,1,7,7,5
61187,1,1,7,8,5
61254,1,1,8,8,5
61261,1,1,7,7,5
61262,1,1,7,7,5
61270,1,1,7,7,5
61339,1,1,7,7,5
61369,1,1,7,7,5
61372,1,1,7,7,5
61373,1,1,7,7,5
61400,1,1,8,7,6
61508,1,1,7,7,5
61523,1,1,7,7,5
61576,1,1,7,7,5
61592,1,1,7,7,5
61599,1,1,7,7,5
61615,1,1,7,7,5
61635,1,1,7,7,5
61713,1,1,8,8,5
61725,1,1,7,7,5
61738,1,1,7,7,5
61807,1,1,7,7,4
61840,1,1,7,7,5
61853,1,1,8,7,5
61863,1,1,7,7,5
61865,1,1,8,8,5
61875,1,1,8,8,5
61919,1,1,7,7,5
61921,1,1,8,7,5
61960,1,1,7,7,5
61991,1,1,7,7,5
62035,1,1,7,7,5
62077,1,1,7,7,5
62099,1,1,7,7,5
62124,1,1,7,7,4
62136,1,1,7,7,5
62183,1,1,7,7,5
62190,1,1,7,7,5
62201,1,1,8,7,5
62212,1,1,8,7,5
62226,1,1,7,7,5
62254,1,1,7,7,5
62296,1,1,7,7,5
62310,1,1,7,7,5
62423,1,1,7,7,5
62449,1,1,7,7,5
62477,1,1,7,7,5
62520,1,1,8,7,5
62591,1,1,7,7,5
62647,1,1,8,7,6
62660,1,1,7,7,5
62675,1,1,7,7,5
62676,1,1,8,7,5
62779,1,1,7,7,6
62792,1,1,8,8,5
62853,1,1,7,7,5
62883,1,1,7,7,5
62887,1,1,7,7,5
62977,1,1,7,7,5
63051,1,1,7,7,5
63081,1,1,7,7,5
63103,1,1,7,7,5
63104,1,1,7,7,5
63122,1,1,7,7,5
63123,1,1,7,7,5
63129,1,1,7,7,5
63139,1,1,7,7,4
63166,1,1,7,7,5
63173,1,1,7,7,5
63223,1,1,8,7,5
63253,1,1,7,7,5
63254,1,1,8,7,5
63264,1,1,7,7,5
63291,1,1,7,7,5
63323,1,1,7,7,5
63359,1,1,7,7,5
63363,1,1,8,8,5
63384,1,1,7,7,5
63389,1,1,7,7,5
63391,1,1,8,7,5
63394,1,1,8,7,6
63413,1,1,7,7,5
63421,1,1,7,7,5
63441,1,1,8,7,5
63447,1,1,8,8,5
63497,1,1,7,7,5
63511,1,1,7,7,5
63543,1,1,7,7,5
63619,1,1,7,7,5
63623,1,1,7,7,5
63629,1,1,7,7,6
63630,1,1,8,7,6
63637,1,1,7,7,5
63654,1,1,7,7,5
63827,1,1,7,7,5
63842,1,1,7,7,5
63880,1,1,8,7,5
63914,1,1,7,7,5
63950,1,1,7,7,5
63980,1,1,7,7,5
64033,1,1,7,7,5
64051,1,1,7,7,5
64063,1,1,7,7,5
64098,1,1,8,7,5
64129,1,1,7,7,5
64154,1,1,7,7,5
64157,1,1,7,7,5
64167,1,1,8,7,5
64214,1,1,8,7,5
64300,1,1,8,7,6
64357,1,1,7,7,5
64358,1,1,7,7,5
64393,1,1,8,7,5
64398,1,1,8,8,6
64406,1,1,7,7,5
64483,1,1,7,7,5
64492,1,1,7,7,5
64493,1,1,7,7,5
64510,1,1,8,8,6
64595,1,1,7,7,5
64605,1,1,7,7,5
64639,1,1,7,7,6
64640,1,1,7,7,5
64650,1,1,8,7,5
64659,1,1,7,7,5
64719,1,1,7,7,5
64728,1,1,7,7,5
64732,1,1,7,7,5
64736,1,1,7,7,5
64751,1,1,7,7,5
64769,1,1,7,7,5
64781,1,1,7,7,5
64846,1,1,7,7,5
64887,1,1,7,7,4
64898,1,1,7,7,5
64903,1,1,7,7,5
64918,1,1,7,7,5
64923,1,1,7,7,5
64942,1,1,7,7,5
64952,1,1,7,7,5
64999,1,1,7,7,5
65003,1,1,7,7,5
65021,1,1,7,7,5
65049,1,1,7,7,5
65070,1,1,7,7,5
65128,1,1,7,7,5
65167,1,1,7,7,5
65172,1,1,8,7,6
65180,1,1,7,7,5
65253,1,1,7,7,5
65285,1,1,7,7,5
65304,1,1,7,7,5
65357,1,1,7,7,5
65358,1,1,7,7,5
65361,1,1,8,7,5
65365,1,1,8,8,5
65385,1,1,7,7,5
65426,1,1,7,7,5
65431,1,1,7,7,5
65454,1,1,7,7,5
65495,1,1,8,7,5
65499,1,1,7,7,4
65544,1,1,7,7,5
65588,1,1,7,7,5
65600,1,1,7,7,5
65610,1,1,7,7,5
65637,1,1,7,7,5
65653,1,1,7,7,5
65726,1,1,7,7,5
65851,1,1,8,8,5
65878,1,1,7,7,5
65904,1,1,7,7,5
65953,1,1,7,7,5
65957,1,1,7,7,5
65987,1,1,7,7,5
66019,1,1,6,7,4
66029,1,1,7,7,5
66037,1,1,7,7,5
66039,1,1,7,7,5
66065,1,1,7,7,5
66090,1,1,7,7,5
66156,1,1,7,7,5
66163,1,1,7,7,5
66340,1,1,8,7,5
66344,1,1,7,7,5
66361,1,1,7,7,5
66385,1,1,8,8,5
66407,1,1,8,8,5
66457,1,1,7,7,5
66489,1,1,7,7,5
66509,1,1,7,7,5
66582,1,1,8,7,5
66591,1,1,7,7,5
66602,1,1,7,7,5
66627,1,1,7,7,5
66631,1,1,7,7,5
66670,1,1,8,8,5
66696,1,1,7,7,5
66757,1,1,7,7,5
66769,1,1,7,7,5
66856,1,1,7,7,5
66917,1,1,8,8,5
66938,1,1,7,7,6
66974,1,1,7,7,5
67007,1,1,7,7,5
67028,1,1,8,7,4
67041,1,1,7,7,5
67044,1,1,7,7,5
67082,1,1,8,7,5
67097,1,1,7,7,6
67138,1,1,7,7,5
67180,1,1,8,7,5
67191,1,1,7,7,5
67311,1,1,7,7,5
67340,1,1,7,7,5
67430,1,1,7,7,5
67438,1,1,7,7,5
67440,1,1,7,7,5
67459,1,1,8,7,5
67462,1,1,7,7,5
67477,1,1,7,7,5
67479,1,1,7,7,5
67505,1,1,7,7,5
67534,1,1,7,7,5
67573,1,1,7,7,5
67582,1,1,7,7,5
67611,1,1,7,7,5
67614,1,1,7,7,5
67627,1,1,7,7,5
67665,1,1,7,7,5
67691,1,1,8,7,5
67700,1,1,7,7,5
67715,1,1,7,7,5
67797,1,1,8,8,5
67887,1,1,7,7,5
67918,1,1,7,7,5
67929,1,1,7,7,5
67943,1,1,7,7,5
67975,1,1,7,7,5
67979,1,1,8,8,5
67996,1,1,7,7,5
67998,1,1,7,7,5
68005,1,1,8,8,5
68011,1,1,7,7,5
68029,1,1,8,7,5
68048,1,1,7,7,5
68052,1,1,7,7,5
68079,1,1,7,7,5
68102,1,1,8,7,5
68161,1,1,8,7,5
68250,1,1,7,7,5
68264,1,1,7,7,5
68267,1,1,8,7,5
68288,1,1,7,7,5
68334,1,1,7,7,5
68336,1,1,8,7,5
68352,1,1,7,7,6
68357,1,1,7,7,4
68377,1,1,8,8,5
68398,1,1,7,7,5
68413,1,1,7,7,5
68442,1,1,8,8,5
68512,1,1,7,7,5
68519,1,1,7,7,5
68534,1,1,7,7,5
68573,1,1,7,7,5
68583,1,1,7,7,5
68641,1,1,7,7,5
68704,1,1,7,8,5
68710,1,1,7,7,5
68718,1,1,7,7,5
68719,1,1,8,8,5
68740,1,1,7,7,5
68750,1,1,7,7,6
68758,1,1,7,7,5
68779,1,1,7,7,5
68783,1,1,7,7,5
68818,1,1,7,7,5
68840,1,1,7,7,5
68861,1,1,7,7,5
68962,1,1,7,7,5
69024,1,1,7,7,5
69079,1,1,7,7,5
69139,1,1,8,8,5
69146,1,1,8,7,5
69147,1,1,7,7,5
69153,1,1,8,7,5
69159,1,1,7,7,5
69255,1,1,7,7,6
69256,1,1,8,7,5
69282,1,1,7,7,5
69293,1,1,7,7,5
69305,1,1,7,7,5
69348,1,1,8,7,5
69372,1,1,7,7,5
69378,1,1,7,7,5
69461,1,1,7,7,5
69495,1,1,7,7,5
69549,1,1,7,7,5
69551,1,1,7,7,5
69583,1,1,7,7,5
69652,1,1,7,7,5
69660,1,1,7,7,5
69675,1,1,7,7,5
69772,1,1,7,7,5
69832,1,1,7,7,6
69869,1,1,7,7,5
69872,1,1,8,7,5
69902,1,1,7,8,4
69911,1,1,7,7,5
69931,1,1,7,7,5
69934,1,1,7,7,5
69942,1,1,7,7,5
69948,1,1,5,5,3
69980,1,1,7,7,5
70045,1,1,7,7,5
70050,1,1,7,7,5
70062,1,1,7,7,6
70066,1,1,8,7,5
70084,1,1,7,7,5
70109,1,1,7,7,5
70113,1,1,8,8,5
70116,1,1,8,7,6
70133,1,1,7,7,5
70138,1,1,7,7,5
70160,1,1,7,7,5
70171,1,1,7,7,5
